0,1790.9,414.79
1,1792,415.25
2,1792.6,416.96
3,1793,418.07
4,581.56,303.18
5,607.47,295.24
6,633.12,287.9
7,661.81,279.44
8,689.1,272.73
9,716.48,266.44
10,741.94,260.08
11,767.43,254.17
12,794.63,248.65
13,818.53,243.77
14,843.12,239.24
15,867.41,235.27
16,893.11,231.29
17,915.58,227.95
18,937.67,224.92
19,960.88,221.54
20,983.43,218.59
21,1004.2,216.9
22,1025.3,214.79
23,1045.4,213.3
24,1066.4,211.94
25,1084.5,210.23
26,1103.6,209.84
27,1122.3,209.1
28,1140,209.26
29,1157.6,209.02
30,1174.7,209.08
31,1191.5,209.83
32,1207.6,209.77
33,1223.3,210.71
34,1239.1,211.89
35,1250.2,212.14
36,1265.3,213.7
37,1284.8,215.95
38,1292.9,217.07
39,1306.4,218.71
40,1319,220.58
41,1336.7,223.66
42,1343.6,224.41
43,1358.5,227.48
44,1369.9,230.27
45,1381.4,233.06
46,1391.3,235.15
47,1402.1,239.29
48,1412.7,242.5
49,1422.7,246.14
50,1433,248.9
51,1442.4,251.05
52,1451,253.86
53,1460.4,257.58
54,1468.6,260.44
55,1477.3,263.83
56,1485.7,267.52
57,1493.6,271.58
58,1501.6,275.45
59,1509.1,279.52
60,1516.5,283.31
61,1523.9,287.51
62,1530.7,291.53
63,1537.4,295.71
64,1544.1,299.63
65,1550.4,304.04
66,1556.4,308
67,1562,311.57
68,1568.7,316.27
69,1574.8,322.3
70,1580.3,325.74
71,1585.5,330.12
72,1590.2,334.26
73,1595.6,338.84
74,1600.4,343.63
75,1605.8,348.29
76,1610.5,352.66
77,1616.4,358.86
78,1617.7,360.93
79,1622.4,365.7
80,1629.4,373.2
81,1630.4,375.05
82,1637.3,382.56
83,1638.7,384.44
84,1642.6,389.25
85,1646.3,394.4
86,1649.1,398.64
87,1653.4,403.09
88,1658.8,411.82
89,1660.2,413.65
90,1662.9,418.89
91,1668.1,426.12
92,1668.9,428.38
93,1673,432
94,1491,553.54
95,1489.6,551.68
96,1491.5,551.82
97,1491.8,550.99
98,1490.1,550
99,1493.6,550.93
100,1493.6,551.06
101,1490.4,549.45
102,1493.9,550.96
103,1493.8,551.41
104,1493.7,551.79
105,1490,551.24
106,1493.6,553.9
107,1491.3,554.66
108,1491.4,555.89
109,1492.4,557.23
110,1490.5,558.43
111,1490.1,560.12
112,1489.6,562.82
113,1489.6,564.94
114,1489.3,567.35
115,1488.9,568.74
116,1488.2,569.4
117,1489.3,570.11
118,1489.6,569.71
119,1746,453
120,1748.3,449.27
121,1752,444.67
122,1751.8,440.67
123,1757.2,437.74
124,1758.6,435.01
125,1760.8,432.04
126,1762,429
127,1764.5,426.88
128,1768.6,423.59
129,1770.8,421.13
130,1773.3,418.86
131,1775.6,416.77
132,1778.1,414.58
133,1780.3,412.74
134,1782.3,410.85
135,1786.1,408.67
136,1786.7,407.21
137,1789.8,406
138,1792.4,404.71
139,1790.7,403
140,1793.1,402.36
141,1798,401.8
142,1797.3,400.25
143,1801.4,400.29
144,1803.3,399.86
145,1802.8,397.4
146,1805.3,398.65
147,1805.1,398.13
148,1808.5,398.37
149,1810.7,398.27
150,1810.9,398.2
151,1813.4,399.64
152,1814.7,398.83
153,1816.1,399.34
154,1819.3,400
155,1818.6,401.8
156,1820.4,401.71
157,1821.9,402.31
158,1823.1,403.21
159,1824.4,404.64
160,1825.4,405.88
161,1826.5,406.9
162,1828,408.5
163,1829.2,410.15
164,1830.1,411.61
165,1831.2,413.16
166,1831.9,414.94
167,1833.4,416.75
168,1833.8,418.82
169,1834.5,420.89
170,1495.3,564.88
171,1494.8,566.76
172,1494,568.56
173,1493.8,570.22
174,1493.2,571.28
175,1493.2,572.32
176,1840,438.07
177,1840.5,440.8
178,1493.1,571.83
179,1493.2,570.74
180,1493.9,569.8
181,1494.7,569.24
182,1494.5,566.61
183,1494.7,565.4
184,1493.9,564.14
185,1495.3,563.19
186,1494,562.16
187,1495.3,561.75
188,1495.8,562.77
189,1495.3,561.11
190,1495.3,560.94
191,1495.2,560.99
192,1495.3,561.67
193,1494.9,561.86
194,1494.6,562.17
195,1494.3,563.4
196,1494.1,564.42
197,1493.6,565.46
198,1441.7,362.18
199,1439,364.36
200,1438.5,364.46
201,1438.5,366.2
202,1437.8,365.87
203,1439.7,366.46
204,1440.3,366.26
205,1441.1,365.94
206,1442.2,366.06
207,1442.5,365.8
208,1439.2,365.3
209,1445.5,365.52
210,1444.8,365.52
211,1446.2,365.77
212,1446.5,365.13
213,1446.8,365.41
214,1447.6,365.21
215,1448.7,364.15
216,1448.8,363.18
217,1450.7,362.56
218,1450.7,361.92
219,1450.7,361.34
220,1453.2,360.61
221,1452.9,359.81
222,1453.7,359.08
223,1453.4,358.44
224,1455.4,357.42
225,1456.9,357.27
226,1454,355.66
227,1454.7,354.74
228,1462.9,357.73
229,1466.3,353.64
230,1455.7,352.96
231,1457.2,351.93
232,1463.9,354.95
233,1455.6,349.95
234,1456.2,348.99
235,1455.1,348.5
236,1455.6,347.81
237,1456.3,346.87
238,1455.4,347.3
239,1463.7,346.52
240,1458.1,345.35
241,1456.6,344.65
242,1457,343.57
243,1457.7,342.94
244,1458.3,342.09
245,1459.1,341.75
246,1458.2,342.42
247,1459.9,341.53
248,1458.8,339.93
249,1459.6,339.92
250,1463.2,339.61
251,1458.7,338.09
252,1457.6,336.54
253,1463.9,339
254,1456.4,335.28
255,1455.7,334.95
256,1454.5,334.02
257,1453,333.25
258,1452.6,333.75
259,1454,334.59
260,1454.2,334.29
261,1449.8,333.13
262,1449.5,332.41
263,1448.8,335.03
264,1447.6,335.53
265,1443.1,333.45
266,1444.2,332.06
267,1443.9,335.96
268,1443,336.49
269,1439.9,334.03
270,1441.1,336.15
271,1433.3,329.11
272,1432.6,330.68
