0,615.6,380.91
1,614.07,379.13
2,610.84,377.76
3,612.09,376.55
4,610.76,375.34
5,609.9,374.91
6,608.48,373.92
7,604.9,373.54
8,606.39,373.23
9,605.33,373.4
10,589.23,303.75
11,598.75,303
12,601.96,374.9
13,601.18,376.3
14,600.44,376.99
15,599.42,378.43
16,598.66,380.18
17,597.85,382.1
18,596.79,384.14
19,596.26,385.99
20,713.04,277.08
21,725.73,274.57
22,737.16,271.93
23,752.72,270.18
24,760.97,268.59
25,589.16,377.53
26,793.7,272.05
27,808.65,269.91
28,821.94,269.54
29,835.89,269.21
30,850.78,269.52
31,865.3,270.04
32,879.16,271.11
33,895.34,272.85
34,912.56,272.63
35,925.73,277.05
36,940.35,280.64
37,954.52,283.82
38,970.9,286.73
39,987.91,290.61
40,1003.8,294.82
41,1015.9,298.42
42,1033.7,303.99
43,1043.8,305.91
44,1061.4,313.01
45,1076.4,318.44
46,1091.4,324.13
47,1106.2,329.69
48,1121.4,336.92
49,1135.7,342.72
50,1150,349.51
51,1164.2,357.9
52,1178.1,364.11
53,560.67,377.43
54,560.39,378.26
55,559.3,379.72
56,558.71,380.46
57,557.66,381.99
58,557.2,383.22
59,556.44,385.01
60,555.49,386.4
61,554.48,385.57
62,553.46,383.94
63,1308.6,378.51
64,1317.9,374.36
65,550.23,380.1
66,549.08,378.86
67,548.21,378.42
68,547.21,377.92
69,1366.2,351.06
70,545.26,377.78
71,544.54,377.94
72,543.39,378.6
73,542.75,378.85
74,1411.6,335.64
75,1420.2,333.74
76,1429,332.18
77,1437.4,330.85
78,1446.1,329.45
79,1454.2,328.69
80,1462.5,327.98
81,1470.3,327.42
82,1478.3,327.3
83,1486,327.48
84,1494,328.17
85,1501.4,328.97
86,1508.5,330.03
87,1516,331.06
88,1523.4,332.75
89,1530.4,334.78
90,1537.5,336.88
91,1544.3,339.42
92,1550.9,342.46
93,1557.4,345.15
94,1564,348.09
95,1568.1,349.85
96,1574.4,353.66
97,1582.3,358.8
98,1588.3,363.07
99,1594.1,367.44
100,1599.7,371.71
101,1604.8,376.15
102,1610.2,381.44
103,1615.4,386.81
104,1622.1,393.29
105,1627.4,398.38
106,1628.9,400.16
107,1634.7,409.77
108,1641.3,416.95
109,1641,420.33
110,1647.1,427.87
111,1651.4,434.64
112,1655.3,441.19
113,1659.1,447.99
114,1662.5,455.28
115,1667.2,464.31
116,1667.6,468.61
117,1670.6,475.55
118,1673.7,483.59
119,1676.8,491.07
120,1679,499
121,1683,509.06
122,1685.4,515.38
123,741.4,196.61
124,740.72,196.24
125,740.17,196.22
126,739.89,196.17
127,739.61,194.38
128,738.58,193.38
129,737.67,196
130,736.64,196.07
131,735.9,195.97
132,734.6,195.78
133,733.91,196.07
134,733.1,196.18
135,732.39,196.28
136,731.91,196.46
137,731.07,196.41
138,730.5,193.01
139,729.16,194.84
140,728.29,197.13
141,726.89,197.57
142,726.11,198.09
143,724.97,198.14
144,725.05,196.62
145,724.31,197.77
146,723.19,198.46
147,722.38,198.12
148,720.8,199.79
149,721.37,199.58
150,721.11,198.12
151,719.8,200.14
152,719.29,200.63
153,1770.7,567.81
154,1776.3,566.51
155,1779.4,558.45
156,1783.8,552.5
157,1787.9,546.66
158,1792.9,539.77
159,1795.8,535.25
160,1799.6,529.96
161,1803,524.86
162,1806.7,518.28
163,1807.8,514.07
164,1816.3,512.24
165,1818.1,510.14
166,1821.1,501.5
167,1822.3,497.77
168,1826.8,495.46
169,1829.9,492.09
170,1832.5,489.09
171,1837,487.68
172,1839.4,485.5
173,1842.4,482.71
174,1842.3,477.17
175,1844.2,475.22
176,1849.5,476.34
177,1852.1,474.69
178,1851.7,470.35
179,1855.2,470.89
180,1855.7,468.14
181,1858.2,467.11
182,1863.2,469.63
183,1861.7,466.43
184,1865.1,467.63
185,1867,467.73
186,1868.4,467.7
187,1870.3,468.12
188,1873.5,470.11
189,1873.5,469.64
190,1876.8,471.97
191,1877.6,472.63
192,1877.8,472.91
193,1880.3,475.68
194,1877.6,475.13
195,1880,476.6
196,1883.3,482.2
197,1883.3,482.37
198,1884.1,484.44
199,1884.9,487.11
200,1885.7,490.04
201,1885.4,491.53
202,1885.8,494.72
203,1888,499.13
204,1888.2,502.55
205,1888.6,506.48
206,1889.2,510.19
207,1888.1,512.69
208,1888.4,516.14
209,1889,520.33
210,1890,526.37
211,1889.8,530.86
212,1889.8,535.37
213,1890.1,540.56
214,1889.8,545.53
215,1889.3,550.02
216,1889,555.48
217,1888.6,560.66
218,1887.9,565.94
219,1887.2,571.4
220,1886.5,577.1
221,1886,581.35
222,539.87,387.17
223,536.12,384.98
224,540.24,387.47
225,535.88,386.29
226,540.84,387.14
227,537.31,385.18
228,537.35,385.21
229,537.96,385.58
230,541.08,387.96
231,541.22,388.04
232,541.26,387.4
233,541.26,387.4
234,541.23,387.66
235,541.36,387.88
236,541.95,387.7
237,542.2,387.64
238,542.54,388.27
239,542.86,388.46
240,543.22,387.98
241,539.45,386.33
242,539.88,385.97
243,542.21,386.83
244,1915.1,582.92
245,542.22,386.84
246,542.57,387.18
247,544.23,388.61
248,544.19,388.22
249,544.77,388.38
250,540.92,386.54
251,545.08,388.18
252,541.59,386.29
253,545.12,388.25
254,545.4,388.08
255,545.38,387.8
256,545.63,387.83
257,546.15,388.2
258,546.27,388.17
259,542.17,386.69
260,546.61,388.34
261,546.87,388.23
262,542.7,386.91
