0,409.69,327.16
1,408,327.31
2,407.5,327.5
3,410.5,327.5
4,408.73,327.55
5,560.72,311.28
6,573.62,306.53
7,598.21,298.51
8,619.6,291.75
9,637.05,286.86
10,657.68,281.1
11,685.12,274.38
12,699.18,270.75
13,718.99,266.53
14,747.14,260.91
15,759.99,258.73
16,780.71,254.16
17,806.03,251.34
18,818.55,249.73
19,837.11,247.36
20,856.06,245.5
21,880.8,243.81
22,899.96,242.57
23,917.06,242.49
24,927.72,241.9
25,951.1,242.33
26,961.36,242.21
27,978.26,243.21
28,999.15,244.43
29,1014.7,245.88
30,1029.5,247.39
31,1044.4,249.29
32,1058.9,251.6
33,1072.9,254.01
34,1085.9,256.45
35,1099,259.54
36,1111.7,262.11
37,1124.3,265.59
38,1131.7,267.54
39,1143.8,271.28
40,1155.4,275.35
41,1170.5,281.03
42,1177.4,283.15
43,1187.5,287.52
44,1197.5,291.91
45,1207.6,296.97
46,1220.8,303.47
47,1230.1,307.69
48,1239.4,312.13
49,1247.4,316.95
50,1252.2,321.86
51,1259.3,326.39
52,1268.3,329.57
53,1275.3,338.03
54,1285.9,344.98
55,1289.2,347.86
56,1298.5,350.92
57,1303.1,339.4
58,1308.5,338.69
59,1309,330.48
60,1314.4,325.14
61,1319.2,319.35
62,1325.9,312.59
63,1327,310.08
64,1333.1,304.34
65,1341.4,302.24
66,1341.6,296.76
67,1345.6,293.33
68,1349.3,289.25
69,1356.9,287.8
70,1357.1,283.03
71,1364.2,282.17
72,1364.2,278.02
73,1367.1,275.86
74,1374.7,275.71
75,1378,273.69
76,1381.4,272.15
77,1380.5,268.7
78,1383.8,267.17
79,1390.3,268.02
80,1389.6,265.38
81,1394.2,265.55
82,1395.5,264.5
83,1401.4,265.95
84,1403.8,265.71
85,1404.7,264.75
86,1407.4,265.25
87,1409.8,265.52
88,1412,265.93
89,1414.7,266.8
90,1416.7,267.5
91,148.44,544.31
92,1421.2,269.93
93,1423.6,271.75
94,1423.8,272.53
95,1427,274.9
96,1428.9,276.48
97,1431.8,279.33
98,1432.5,280.75
99,1433.3,282.27
100,1435.8,285.47
101,1437.4,287.95
102,1440.1,291.26
103,1439.7,292.52
104,1443.6,297.28
105,1444.6,300.33
106,1446,303.32
107,1445,305.14
108,1448.4,310.9
109,1446.9,311.98
110,1450.5,318.47
111,1449.7,319.6
112,1452.8,325
113,1452,327.33
114,1454.4,333.39
115,1455.8,337.42
116,1456.5,341.8
117,1454.9,344.04
118,1458.1,351.03
119,1456.2,352.77
120,1459.5,360.49
121,1459.5,364.97
122,1458.5,367
123,1457.9,372.89
124,196.31,514.27
125,202.89,506.49
126,201.77,505.05
127,206.06,508.5
128,205.2,504.95
129,178.64,516.61
130,179.11,523.64
131,202.66,500.75
132,182.64,515.6
133,186.59,499.48
134,195.71,508.82
135,196.19,508.05
136,187.04,499.48
137,187.22,498.79
138,188.1,498.7
139,190.27,500.6
140,192.87,502.82
141,195.61,505.13
142,187.24,501.92
143,194.69,505.09
144,186.79,496.85
145,194.58,504.71
146,187.82,503.04
147,195.37,505.29
148,192.29,503.11
149,195.12,506.04
150,195.36,506.18
151,196.38,506.05
152,196.07,505.7
153,197.21,506.26
154,198.75,505.74
155,200.2,504.94
156,1489.5,382.5
157,1492,381.11
158,1492.5,377
159,1491.7,371.4
160,1495.4,367.13
161,1496.3,365.96
162,1497.7,361.93
163,1498.4,357.39
164,1499.4,352.68
165,1499.4,349.8
166,1500.9,346.6
167,1501.5,344.18
168,1504.2,343.86
169,1505.4,340.43
170,1503.2,336.89
171,1504.9,334.5
172,1505,333.5
173,1506.1,331
174,1507.4,328.46
175,1508.7,326.46
176,1510.7,327.96
177,1509.3,324
178,1511.4,322.09
179,1513.3,323.15
180,1513.9,320.13
181,1514.5,321.5
182,1515.4,320.29
183,1513.9,319.63
184,1515.8,318.83
185,1516.2,319.4
186,1515.8,315.59
187,1516,315.63
188,1517.3,315.57
189,1517.5,315.5
190,1517.7,315.43
191,1518,315.75
192,1519.3,319.43
193,1519.5,320.5
194,1520.4,320.8
195,1519,319.5
196,1521,320.29
197,1520.1,321.42
198,1519.3,322.32
199,1519.5,323.18
200,1520.7,324.75
201,1521,326.7
202,1520.5,327.5
203,1521.7,330.5
204,246.92,458.73
205,241.48,458.34
206,241.32,447.9
207,242.45,450.66
208,243.53,460.3
209,232.76,447.07
210,225.85,432.9
211,227.99,431.12
212,232.53,430.35
213,1521.3,351.22
214,248.33,447.96
215,243.69,445.34
216,245.07,442.31
217,248.56,435.23
218,249.22,434.51
219,241.19,437.3
220,1520,371.81
221,1519.9,375.19
222,244.7,438.47
223,1519.4,381.86
224,242.9,435.36
225,235,423.73
226,231.11,416.65
227,234.61,418.66
228,235.25,419.87
229,235.52,421.98
230,236.38,422.24
231,237.93,422.46
232,239.11,422.8
233,243.53,437.24
234,244.59,435.34
235,244.13,434.03
236,243.23,433.67
237,242.84,433.4
238,242.5,432.62
239,244.1,432.37
240,245.5,428.5
241,247.64,428.09
242,248.8,427.6
243,265.84,424.65
244,1525.6,390
245,1526.5,386.47
246,1527.6,383.28
247,1528.3,380.02
248,1529.3,377.1
249,1529.7,374.27
250,1531.2,371.17
251,1531.6,369.04
252,1532.2,366.37
253,1532.9,362.56
